Date,Age,Gender,City,Tier,Occupation,Other Occupation,CRY Source,Other CRY Source,Volunteering Location Preference
08/04/2025,30,Male,Delhi,,Other,Preparing for competitive exams and i have done my master degree im ma sociology,Family/Friend,,Delhi
08/04/2025,15,Female,Mohali,,School Student,,CRY Volunteers/Interns,,Delhi
08/04/2025,23,Male,Gurgaon,,Working Professional,,CRY Website,,Delhi
08/04/2025,20,Female,Ghaziabad ,,College/University Student,,Family/Friend,,Delhi
08/04/2025,20,Female,Prayagraj ,,College/University Student,,Family/Friend,,Delhi
08/04/2025,21,Female,Lucknow,,College/University Student,,Others,,Delhi
08/04/2025,17,Female,Gurgaon,,School Student,,CRY Website,,Delhi
08/04/2025,19,Female,New Delhi,,College/University Student,,CRY Volunteers/Interns,,Delhi
08/04/2025,27,Male,Faridabad,,Working Professional,,CRY Website,,Delhi
08/04/2025,22,Female,Delhi ,,College/University Student,,CRY Website,,Delhi
08/04/2025,23,Female,Delhi,,Working Professional,,Social Media Sites,,Delhi
08/03/2025,22,Female,New Delhi,,Working Professional,,Others,,Delhi
08/03/2025,30,Male,Bageshwar,,Personal Business,,Others,,Delhi
08/03/2025,25,Male,Harinagar,,College/University Student,,Online ads and Posts,,Delhi
08/03/2025,20,Female,Delhi NCR,,College/University Student,,Social Media Sites,,Delhi
08/03/2025,17,Female,Kalanaur,,School Student,,CRY Website,,Delhi
08/03/2025,17,Female,Kalanaur,,School Student,,CRY Website,,Delhi
08/02/2025,21,Female,Lucknow ,,College/University Student,,CRY Volunteers/Interns,,Delhi
08/02/2025,30,Female,Ghaziabad ,,Other,On break,CRY Website,,Delhi
08/02/2025,20,Female,Prayagraj,,College/University Student,,Others,,Delhi
08/02/2025,62,Female,New Delhi,,Retired,,CRY Website,,Delhi
08/02/2025,21,Male,Prayagraj,,College/University Student,,Social Media Sites,,Delhi
08/02/2025,24,Male,Greater noida,,College/University Student,,CRY Website,,Delhi
08/02/2025,21,Female,Etawah,,College/University Student,,Family/Friend,,Delhi
08/02/2025,22,Male,New Delhi ,,College/University Student,,CRY Volunteers/Interns,,Delhi
08/01/2025,21,Female,Almora,,College/University Student,,Social Media Sites,,Delhi
08/01/2025,17,Female,delhi ,,School Student,,CRY Website,,Delhi
08/01/2025,22,Male,Lucknow,,College/University Student,,CRY Website,,Delhi
08/01/2025,18,Female,New delhi,,College/University Student,,Social Media Sites,,Delhi
08/01/2025,42,Male,Mirzapur ,,Working Professional,,Online ads and Posts,,Delhi
08/01/2025,22,Female,Faridabad,,Working Professional,,Social Media Sites,,Delhi
08/01/2025,25,Male,Meerut,,College/University Student,,CRY Website,,Delhi
08/01/2025,21,Female,NEW DELHI,,College/University Student,,Others,,Delhi
08/01/2025,19,Male,Delhi,,College/University Student,,Others,,Delhi
07/31/2025,22,Male,Indore,,School Student,,Social Media Sites,,Delhi
07/31/2025,24,Female,Delhi,,Working Professional,,CRY Website,,Delhi
07/31/2025,19,Female,South Delhi ,,College/University Student,,Social Media Sites,,Delhi
07/31/2025,25,Female,Gurgaon,,Working Professional,,CRY Website,,Delhi
07/30/2025,25,Male,Bhiwani,,School Student,,CRY Website,,Delhi
07/30/2025,21,Female,Ghaziabad,,Working Professional,,Family/Friend,,Delhi
07/29/2025,31,Female,Jalandhar,,Home Maker,,Others,,Delhi
07/29/2025,23,Female,Manesar,,College/University Student,,CRY Website,,Delhi
07/29/2025,18,Female,Chandigarh,,College/University Student,,Social Media Sites,,Delhi
07/29/2025,20,Female,Palwal Haryana,,College/University Student,,CRY Website,,Delhi
07/29/2025,20,Female,Tamil nadu,,College/University Student,,CRY Website,,Delhi
07/29/2025,17,Female,Kalanaur,,School Student,,CRY Website,,Delhi
07/29/2025,25,Female,Pathanamthitta,,College/University Student,,Social Media Sites,,Delhi
07/28/2025,20,Female,Delhi NCR,,College/University Student,,CRY Website,,Delhi
07/28/2025,15,Male,Gurgaon,,School Student,,CRY Website,,Delhi
07/28/2025,25,Female,Delhi,,College/University Student,,CRY Website,,Delhi
07/28/2025,20,Female,Chandigarh,,College/University Student,,CRY Website,,Delhi
07/28/2025,21,Male,New delhi,,College/University Student,,CRY Website,,Delhi
07/28/2025,18,Female,New delhi,,College/University Student,,CRY Website,,Delhi
07/28/2025,20,Female,Kangra,,Other,Industrial training ,Social Media Sites,,Delhi
07/28/2025,27,Male,Patiala,,Working Professional,,CRY Website,,Delhi
07/27/2025,19,Female,Delhi,,College/University Student,,Social Media Sites,,Delhi
07/27/2025,19,Female,Delhi,,College/University Student,,Social Media Sites,,Delhi
07/27/2025,27,Female,Delhi,,Working Professional,,CRY Website,,Delhi
07/27/2025,31,Female,Delhi,,Working Professional,,Family/Friend,,Delhi
07/27/2025,23,Female,Ambedkar nagar,,Working Professional,,Online ads and Posts,,Delhi
07/27/2025,17,Female,Kalanaur,,School Student,,CRY Website,,Delhi
07/27/2025,35,Male,Gurgaon,,Working Professional,,CRY Website,,Delhi
07/27/2025,16,Male,New delhi,,School Student,,Social Media Sites,,Delhi
07/27/2025,16,Female,Ghaziabad,,School Student,,CRY Website,,Delhi
07/27/2025,16,Male,Jaipur,,School Student,,Others,,Delhi
07/26/2025,20,Female,Lucknow,,College/University Student,,Social Media Sites,,Delhi
07/26/2025,19,Female,New Delhi,,College/University Student,,CRY Volunteers/Interns,,Delhi
07/26/2025,42,Female,Noida,,Personal Business,,Family/Friend,,Delhi
07/26/2025,27,Male,Delhi,,Personal Business,,Social Media Sites,,Delhi
07/26/2025,18,Female,Delhi ,,College/University Student,,Social Media Sites,,Delhi
07/26/2025,19,Female,Delhi,,College/University Student,,CRY Website,,Delhi
07/26/2025,17,Female,New Delhi,,College/University Student,u,CRY Website,,Delhi
07/26/2025,22,Female,Lucknow,,College/University Student,,Social Media Sites,,Delhi
07/25/2025,17,Female,Kalanaur,,School Student,,Social Media Sites,,Delhi
07/25/2025,18,Male,Gandhinagar ,,College/University Student,,Family/Friend,,Delhi
07/25/2025,19,Male,NEW DELHI ,,College/University Student,,Others,,Delhi
07/24/2025,23,Female,Varanasi,,College/University Student,,CRY Website,,Delhi
07/24/2025,24,Male,Aligarh,,College/University Student,,CRY Website,,Delhi
07/24/2025,21,Female,Bhopal,,College/University Student,,CRY Website,,Delhi
07/24/2025,22,Female,Delhi,,College/University Student,,Others,,Delhi
07/24/2025,25,Male,Malappuram,,Other,Graduated ,CRY Website,,Delhi
07/24/2025,27,Male,Delhi,,College/University Student,,CRY Website,,Delhi
07/24/2025,20,Female,Madhubani bihar,,College/University Student,,Others,,Delhi
07/23/2025,19,Male,Raebareli,,College/University Student,,Social Media Sites,,Delhi
07/23/2025,17,Female,DELHI,,College/University Student,,Ads/Hoardings,,Delhi
07/23/2025,24,Male,Delhi,,Working Professional,,CRY Website,,Delhi
07/23/2025,20,Female,Noida ,,College/University Student,,Social Media Sites,,Delhi
07/23/2025,19,Female,New Delhi,,College/University Student,,Social Media Sites,,Delhi
07/23/2025,19,Female,New Delhi,,College/University Student,,Social Media Sites,,Delhi
07/23/2025,21,Female,Faridabad,,Working Professional,,Social Media Sites,,Delhi
07/23/2025,21,Female,new delhi,,College/University Student,,CRY Website,,Delhi
07/23/2025,19,Female,New Delhi,,College/University Student,,Social Media Sites,,Delhi
07/22/2025,21,Male,Gurgaon,,College/University Student,,Social Media Sites,,Delhi
07/22/2025,19,Female,Gurgaon,,College/University Student,,Others,,Delhi
07/22/2025,18,Female,Noida Uttar Pradesh ,,College/University Student,,Online ads and Posts,,Delhi
07/22/2025,19,Female,NOIDA,,College/University Student,,Social Media Sites,,Delhi
07/22/2025,27,Female,Delhi,,College/University Student,,Others,,Delhi
07/21/2025,15,Female,Delhi,,School Student,,Others,,Delhi
07/21/2025,18,Female,Ghaziabad ,,College/University Student,,CRY Website,,Delhi
07/21/2025,23,Female,Lucknow,,Working Professional,,CRY Website,,Delhi
07/21/2025,21,Female,Gurgaon,,College/University Student,,CRY Website,,Delhi
07/21/2025,27,Male,New Delhi,,Working Professional,,Social Media Sites,,Delhi
07/21/2025,34,Female,Delhi,,Working Professional,,Social Media Sites,,Delhi
07/21/2025,19,Male,Delhi,,College/University Student,,CRY Website,,Delhi
07/21/2025,26,Female,Noida,,Working Professional,,CRY Website,,Delhi
07/21/2025,33,Male,Delhi,,Other,Advocate,CRY Website,,Delhi
07/21/2025,18,Female,Dwarka,,College/University Student,,CRY Website,,Delhi
07/21/2025,18,Female,Dwarka,,College/University Student,,CRY Website,,Delhi
07/21/2025,16,Female,Delhi,,School Student,,CRY Website,,Delhi
07/21/2025,20,Female,Delhi NCR,,College/University Student,,Social Media Sites,,Delhi
07/21/2025,19,Female,Ghaziabad,,College/University Student,,Social Media Sites,,Delhi
07/20/2025,25,Male,Gurgaon,,Working Professional,,CRY Website,,Delhi
07/20/2025,25,Male,Gurgaon,,Working Professional,,CRY Website,,Delhi
07/20/2025,25,Female,Faridabad,,Working Professional,,CRY Website,,Delhi
07/20/2025,25,Male,Gurgaon,,Working Professional,,CRY Website,,Delhi
07/20/2025,22,Male,New Delhi,,Working Professional,,CRY Website,,Delhi
07/20/2025,19,Female,North West Delhi,,College/University Student,,CRY Website,,Delhi
07/20/2025,24,Male,Baramulla ,,Working Professional,,CRY Website,,Delhi
07/20/2025,19,Female,New Delhi ,,College/University Student,,CRY Website,,Delhi
07/20/2025,21,Male,Dhenkanal,,College/University Student,,CRY Website,,Delhi
07/20/2025,18,Female,Delhi,,School Student,,Ads/Hoardings,,Delhi
07/20/2025,22,Male,Lucknow,,Working Professional,,CRY Website,,Delhi
07/20/2025,21,Female,New Delhi ,,College/University Student,,Others,,Delhi
07/20/2025,28,Female,Delhi,,Working Professional,,Others,,Delhi
07/20/2025,15,Female,Patna,,School Student,,CRY Website,,Delhi
07/20/2025,34,Male,Delhi ,,Working Professional,,CRY Website,,Delhi
07/19/2025,16,Female,Gurgaon,,School Student,,CRY Website,,Delhi
07/19/2025,16,Female,Gurgaon,,School Student,,CRY Website,,Delhi
07/19/2025,16,Female,Gurgaon ,,School Student,,CRY Website,,Delhi
07/19/2025,20,Female,West Delhi,,College/University Student,,Social Media Sites,,Delhi
07/19/2025,20,Male,Delhi,,College/University Student,,Social Media Sites,,Delhi
07/19/2025,23,Female,Moradabad ,,Other,Fresh law graduate ,Social Media Sites,,Delhi
07/19/2025,17,Female,Delhi,,School Student,,Ads/Hoardings,,Delhi
07/19/2025,19,Female,Tonk,,College/University Student,,Online ads and Posts,,Delhi
07/19/2025,29,Male,South Delhi,,Working Professional,,Family/Friend,,Delhi
07/19/2025,21,Male,Greater noida ,,College/University Student,,Others,,Delhi
07/19/2025,19,Female,Varanasi ,,College/University Student,,Social Media Sites,,Delhi
07/19/2025,18,Female,Delhi,,College/University Student,,CRY Website,,Delhi
07/19/2025,17,Female,Delhi,,College/University Student,,Social Media Sites,,Delhi
07/19/2025,16,Male,Ballia,,School Student,,Others,,Delhi
07/18/2025,16,Male,Delhi,,School Student,,CRY Volunteers/Interns,,Delhi
07/18/2025,16,Female,Varanasi,,School Student,,CRY Website,,Delhi
07/18/2025,20,Male,Delhi,,College/University Student,,CRY Website,,Delhi
07/18/2025,22,Female,Lucknow,,College/University Student,,CRY Website,,Delhi
07/18/2025,20,Female,Bhopal,,College/University Student,,CRY Website,,Delhi
07/18/2025,43,Female,Delhi,,Personal Business,,CRY Website,,Delhi
07/17/2025,23,Female,Modinagar,,Working Professional,,Others,,Delhi
07/17/2025,23,Female,Modinagar,,Working Professional,,Others,,Delhi
07/17/2025,27,Male,New Delhi,,Other,STUDENT AND AN ASPIRANT,CRY Website,,Delhi
07/17/2025,19,Female,New Delhi,,College/University Student,,CRY Website,,Delhi
07/16/2025,20,Female,Chandigarh ,,College/University Student,,CRY Website,,Delhi
07/16/2025,19,Male,Delhi,,College/University Student,,Social Media Sites,,Delhi
07/16/2025,19,Male,Delhi,,College/University Student,,Social Media Sites,,Delhi
07/16/2025,21,Female,Delhi,,Other,Upsc aspirant ,Social Media Sites,,Delhi
07/16/2025,19,Male,Delhi,,College/University Student,,CRY Website,,Delhi
07/16/2025,19,Male,Delhi,,College/University Student,,Others,,Delhi
07/16/2025,19,Male,Delhi,,College/University Student,,Social Media Sites,,Delhi
07/16/2025,29,Male,New Delhi,,Working Professional,,CRY Volunteers/Interns,,Delhi
07/16/2025,19,Female,Delhi,,College/University Student,,Social Media Sites,,Delhi
07/16/2025,32,Female,Dehradun,,Working Professional,,Family/Friend,,Delhi
07/15/2025,18,Female,Baramulla ,,College/University Student,,CRY Website,,Delhi
07/15/2025,17,Female,Kapurthala,,School Student,,Others,,Delhi
07/15/2025,23,Female,Ladakh,,College/University Student,,CRY Website,,Delhi
07/15/2025,20,Female,Faridabad,,College/University Student,,Others,,Delhi
07/15/2025,20,Male,Ghaziabad ,,College/University Student,,Others,,Delhi
07/15/2025,33,Female,Delhi,,Other,Preparing for Civil services & GMAT/GRE,Social Media Sites,,Delhi
07/15/2025,17,Female,Pratapgarh ,,School Student,,Others,,Delhi
07/15/2025,18,Male,New Delhi,,College/University Student,,CRY Website,,Delhi
07/15/2025,19,Female,Chandigarh ,,College/University Student,,Social Media Sites,,Delhi
07/14/2025,19,Male,FARIDABAD,,College/University Student,,CRY Website,,Delhi
07/14/2025,23,Female,Gurgaon,,College/University Student,,Others,,Delhi
07/14/2025,20,Female,roorkee,,College/University Student,,CRY Website,,Delhi
07/14/2025,19,Female,Delhi ,,College/University Student,,CRY Website,,Delhi
07/14/2025,23,Female,Ambala,,Working Professional,,Social Media Sites,,Delhi
07/14/2025,25,Female,Delhi,,Working Professional,,CRY Website,,Delhi
07/14/2025,15,Female,Noida,,School Student,,Social Media Sites,,Delhi
07/13/2025,22,Female,Noida,,Working Professional,,CRY Website,,Delhi
07/13/2025,19,Female,Lucknow,,College/University Student,,CRY Volunteers/Interns,,Delhi
07/13/2025,20,Female,Delhi,,College/University Student,,Social Media Sites,,Delhi
07/12/2025,19,Male,New Delhi,,College/University Student,,CRY Volunteers/Interns,,Delhi
07/12/2025,33,Female,Delhi,,Other,Preparing for civil services,Online ads and Posts,,Delhi
07/12/2025,20,Female,Varanasi,,College/University Student,,CRY Website,,Delhi
07/12/2025,15,Female,Noida,,School Student,,Family/Friend,,Delhi
07/12/2025,15,Female,Greater noida,,School Student,,Family/Friend,,Delhi
07/12/2025,15,Female,Greater noida,,School Student,,Family/Friend,,Delhi
07/12/2025,18,Female,kekri,,College/University Student,,Social Media Sites,,Delhi
07/11/2025,15,Male,Delhi NCR,,School Student,,CRY Website,,Delhi
07/11/2025,19,Female,Delhi,,College/University Student,,CRY Volunteers/Interns,,Delhi
07/11/2025,18,Female,New Delhi,,College/University Student,,Social Media Sites,,Delhi
07/11/2025,16,Female,Ludhiana ,,School Student,,CRY Website,,Delhi
07/11/2025,16,Female,Ludhiana ,,School Student,,CRY Website,,Delhi
07/11/2025,17,Female,Gonda,,School Student,,Family/Friend,,Delhi
07/11/2025,30,Female,Ghaziabad,,Working Professional,,Online ads and Posts,,Delhi
07/11/2025,22,Male,Ajmer,,College/University Student,,Others,,Delhi
07/10/2025,20,Male,Dwarka,,College/University Student,,Social Media Sites,,Delhi
07/10/2025,17,Female,New Delhi ,,School Student,,Others,,Delhi
07/10/2025,24,Female,BAHADURGARH,,Other,UPSC ASSPIRANT,CRY Website,,Delhi
07/10/2025,17,Male,Lucknow ,,Other,Gap year student ,CRY Volunteers/Interns,,Delhi
07/10/2025,24,Female,Sitamarhi,,Working Professional,,CRY Website,,Delhi
07/10/2025,14,Female,ahmedabad ,,School Student,,CRY Website,,Delhi
07/10/2025,24,Female,Delhi,,Personal Business,,Social Media Sites,,Delhi
07/10/2025,20,Female,Delhi,,College/University Student,,CRY Website,,Delhi
07/10/2025,19,Female,Maharajganj,,College/University Student,,Social Media Sites,,Delhi
07/10/2025,37,Female,Delhi,,Retired,,CRY Website,,Delhi
07/10/2025,37,Female,Delhi,,Retired,,CRY Website,,Delhi
07/10/2025,16,Female,New Delhi,,School Student,,CRY Website,,Delhi
07/10/2025,17,Female,delhi,,College/University Student,,Family/Friend,,Delhi
07/09/2025,55,Female,Delhi,,Retired,,CRY Website,,Delhi
07/09/2025,18,Female,delhi ,,College/University Student,,CRY Website,,Delhi
07/09/2025,26,Male,Pune,,College/University Student,,Social Media Sites,,Delhi
07/09/2025,20,Male,Delhi,,College/University Student,,CRY Website,,Delhi
07/09/2025,15,Female,Karnal ,,School Student,,Social Media Sites,,Delhi
07/09/2025,27,Female,New Delhi,,Working Professional,,CRY Website,,Delhi
07/09/2025,28,Female,Udaipur,,Working Professional,,Social Media Sites,,Delhi
07/09/2025,18,Female,New delhi ,,College/University Student,,Social Media Sites,,Delhi
07/09/2025,18,Female,Kanpur,,College/University Student,,Family/Friend,,Delhi
07/08/2025,20,Female,Lucknow ,,College/University Student,,Social Media Sites,,Delhi
07/08/2025,24,Female,Delhi,,Working Professional,,Social Media Sites,,Delhi
07/08/2025,19,Male,shalimar bagh,,College/University Student,,Others,,Delhi
07/08/2025,16,Female,Noida,,School Student,,Family/Friend,,Delhi
07/08/2025,22,Female,Haldwani,,College/University Student,,Social Media Sites,,Delhi
07/08/2025,14,Male,New Delhi ,,College/University Student,,Online ads and Posts,,Delhi
07/08/2025,14,Male,New Delhi,,School Student,,Online ads and Posts,,Delhi
07/08/2025,19,Female,Rohtak,,College/University Student,,Social Media Sites,,Delhi
07/08/2025,27,Female,New Delhi,,Other,Graduated and unemployed,CRY Website,,Delhi
07/08/2025,26,Male,Delhi,,College/University Student,,CRY Website,,Delhi
07/07/2025,20,Female,lucknow,,College/University Student,,Social Media Sites,,Delhi
07/07/2025,16,Female,Singapore ,,School Student,,CRY Website,,Delhi
07/07/2025,10,Male,rohtak,,College/University Student,,Social Media Sites,,Delhi
07/07/2025,24,Female,Gurgaon,,Working Professional,,CRY Website,,Delhi
07/07/2025,17,Female,delhi ,,School Student,,CRY Website,,Delhi
07/07/2025,21,Female,New Delhi,,College/University Student,,Social Media Sites,,Delhi
07/07/2025,19,Female,Gurgaon,,College/University Student,,CRY Website,,Delhi
07/07/2025,20,Female,Kanpur,,College/University Student,,Others,,Delhi
07/07/2025,18,Female,Rohini,,College/University Student,,Others,,Delhi
07/07/2025,29,Male,Pratapgarh ,,College/University Student,,CRY Website,,Delhi
07/07/2025,21,Female,new delhi ,,College/University Student,,CRY Website,,Delhi
07/07/2025,19,Female,New Delhi,,College/University Student,,Others,,Delhi
07/06/2025,21,Male,Delhi,,College/University Student,,CRY Website,,Delhi
07/06/2025,20,Female,New Delhi,,College/University Student,,Social Media Sites,,Delhi
07/06/2025,23,Female,Delhi,,Working Professional,,CRY Website,,Delhi
07/06/2025,21,Female,Delhi,,College/University Student,,CRY Website,,Delhi
07/06/2025,18,Female,Dehradun ,,College/University Student,,Others,,Delhi
07/06/2025,20,Male,Delhi,,College/University Student,,CRY Website,,Delhi
07/05/2025,20,Female,azamgarh ,,College/University Student,,Social Media Sites,,Delhi
07/05/2025,16,Female,Mirzapur,,School Student,,CRY Website,,Delhi
07/05/2025,15,Female,Karnal,,School Student,,Social Media Sites,,Delhi
07/05/2025,22,Female,Ajmer,,College/University Student,,Social Media Sites,,Delhi
07/05/2025,29,Male,delhi,,Working Professional,,Social Media Sites,,Delhi
07/05/2025,23,Female,Delhi,,Other,UPSC ASPIRANT ,Family/Friend,,Delhi
07/04/2025,19,Female,Gurgaon,,College/University Student,,CRY Website,,Delhi
07/04/2025,15,Female,Gurgaon,,School Student,,Social Media Sites,,Delhi
07/04/2025,15,Female,Gurgaon,,School Student,,CRY Website,,Delhi
07/04/2025,15,Female,Gurgaon,,School Student,,CRY Website,,Delhi
07/04/2025,21,Male,BANKURA,,College/University Student,,CRY Website,,Delhi
07/04/2025,21,Male,Varanasi,,College/University Student,,CRY Website,,Delhi
07/04/2025,18,Male,Baghpat ,,College/University Student,,CRY Website,,Delhi
07/04/2025,20,Female,New Delhi,,College/University Student,,CRY Website,,Delhi
07/04/2025,23,Female,Delhi NCR,,College/University Student,,Social Media Sites,,Delhi
07/04/2025,18,Female,Kotkapura ,,College/University Student,,Social Media Sites,,Delhi
07/04/2025,20,Male,Dehradun,,College/University Student,,CRY Website,,Delhi
07/04/2025,17,Female,Ludhiana,,School Student,,CRY Website,,Delhi
07/03/2025,15,Male,Delhi NCR,,School Student,,Social Media Sites,,Delhi
07/03/2025,22,Female,delhi,,Other,institute student( DICS DELHI INSTITUE OF COMPUTER SCIENCE),CRY Website,,Delhi
07/03/2025,17,Female,delhi,,College/University Student,,CRY Website,,Delhi
07/03/2025,17,Female,delhi,,School Student,,Others,,Delhi
07/03/2025,17,Female,delhi,,School Student,,Others,,Delhi
07/03/2025,19,Female,Karnal ,,College/University Student,,Family/Friend,,Delhi
07/03/2025,28,Female,DELHI,,Working Professional,,CRY Website,,Delhi
07/03/2025,17,Male,Gurgaon,,School Student,,CRY Website,,Delhi
07/03/2025,20,Female,Noida,,College/University Student,,Family/Friend,,Delhi
07/03/2025,23,Female,Delhi,,Other,Searching for job,Social Media Sites,,Delhi
07/03/2025,17,Male,Panchkula,,School Student,,Social Media Sites,,Delhi
07/03/2025,21,Female,Delhi,,College/University Student,,Social Media Sites,,Delhi
07/03/2025,23,Male,Delhi,,Other,"Graduated, Preparing for UPSC",Social Media Sites,,Delhi
07/02/2025,22,Male,prayagraj,,Working Professional,,CRY Website,,Delhi
07/02/2025,32,Female,Mathura,,Working Professional,,CRY Website,,Delhi
07/02/2025,18,Female,Tonk,,College/University Student,,Online ads and Posts,,Delhi
07/02/2025,19,Female,New delhi,,College/University Student,,Others,,Delhi
07/02/2025,14,Female,New Delhi pan india ,,School Student,,Family/Friend,,Delhi
07/02/2025,16,Female,Gurgaon,,School Student,,CRY Website,,Delhi
07/01/2025,17,Male,Chennai,,College/University Student,,CRY Website,,Delhi
07/01/2025,16,Female,Noida,,School Student,,CRY Website,,Delhi
07/01/2025,20,Female,New Delhi,,College/University Student,,Social Media Sites,,Delhi
07/01/2025,28,Female,Delhi,,Working Professional,,Others,,Delhi
07/01/2025,18,Male,Noida,,College/University Student,,Family/Friend,,Delhi
07/01/2025,20,Female,Delhi,,College/University Student,,CRY Volunteers/Interns,,Delhi
07/01/2025,19,Female,Ghaziabad,,College/University Student,,CRY Website,,Delhi
07/01/2025,18,Female,Rudrapur ,,College/University Student,,Online ads and Posts,,Delhi
07/01/2025,25,Female,Delhi NCR,,Working Professional,,CRY Website,,Delhi
06/30/2025,20,Female,Delhi,,College/University Student,,Family/Friend,,Delhi
06/30/2025,28,Female,Delhi,,Working Professional,,Social Media Sites,,Delhi
06/30/2025,26,Female,Gorakhpur,,Other,Student / Competitive Exam Aspirant ,CRY Website,,Delhi
06/30/2025,16,Female,Gorakhpur,,School Student,,Social Media Sites,,Delhi
06/30/2025,16,Female,Sitapur,,School Student,,Social Media Sites,,Delhi
06/30/2025,16,Female,Sitapur,,School Student,,Social Media Sites,,Delhi
06/30/2025,17,Male,KANPUR,,School Student,,CRY Website,,Delhi
06/30/2025,23,Female,Uttar Pradesh,,College/University Student,,Social Media Sites,,Delhi
06/30/2025,18,Female,Varanasi ,,College/University Student,,Others,,Delhi
06/30/2025,17,Female,New Delhi,,School Student,,Others,,Delhi
06/30/2025,17,Female,New Delhi,,School Student,,Others,,Delhi
06/29/2025,17,Female,delhi,,School Student,,Social Media Sites,,Delhi
06/29/2025,50,Female,Delhi,,Working Professional,,CRY Website,,Delhi
06/29/2025,24,Female,Gurgaon,,Working Professional,,CRY Website,,Delhi
06/29/2025,16,Female,Noida,,School Student,,Social Media Sites,,Delhi
06/29/2025,21,Female,New Delhi ,,College/University Student,,Social Media Sites,,Delhi
06/29/2025,19,Female,Ghaziabad,,College/University Student,,CRY Website,,Delhi
06/28/2025,18,Female,Mainpuri,,College/University Student,,CRY Volunteers/Interns,,Delhi
06/28/2025,23,Female,Barabanki,,College/University Student,,Ads/Hoardings,,Delhi
06/28/2025,26,Female,Noida,,Working Professional,,CRY Website,,Delhi
06/28/2025,18,Female,Baghpat,,College/University Student,,CRY Website,,Delhi
06/28/2025,22,Female, Delhi,,College/University Student,,CRY Website,,Delhi
06/28/2025,22,Female,Delhi,,College/University Student,,CRY Website,,Delhi
06/27/2025,14,Female,Delhi ,,School Student,,Others,,Delhi
06/27/2025,19,Female,dwarka,,College/University Student,,CRY Website,,Delhi
06/27/2025,36,Male,CHANDIGARH,,Working Professional,,CRY Volunteers/Interns,,Delhi
06/27/2025,18,Female,Pachperwa,,School Student,,Social Media Sites,,Delhi
06/27/2025,17,Female,delhi,,School Student,,Others,,Delhi
06/26/2025,31,Male,Jaipur,,Working Professional,,CRY Website,,Delhi
06/26/2025,24,Female,new delhi,,Other,law Graduate,Social Media Sites,,Delhi
06/26/2025,20,Female,Meerut ,,College/University Student,,CRY Website,,Delhi
06/26/2025,29,Female,New Delhi,,College/University Student,,CRY Website,,Delhi
06/26/2025,20,Female,NORTH DELHI,,College/University Student,,Online ads and Posts,,Delhi
06/26/2025,20,Female,NORTH DELHI,,College/University Student,,Online ads and Posts,,Delhi
06/26/2025,22,Female,Noida ,,College/University Student,,Social Media Sites,,Delhi
06/26/2025,17,Male,Indirapuram,,College/University Student,,Family/Friend,,Delhi
06/26/2025,18,Male,Noida,,College/University Student,,CRY Website,,Delhi
06/26/2025,1,Female,delhi,,College/University Student,,Family/Friend,,Delhi
06/25/2025,20,Male,Delhi,,College/University Student,,CRY Website,,Delhi
06/25/2025,21,Female,chennai,,School Student,,CRY Website,,Delhi
06/25/2025,20,Female,Delhi,,College/University Student,,CRY Website,,Delhi
06/25/2025,21,Female,new delhi,,College/University Student,,Others,,Delhi
06/25/2025,23,Female,Jabalpur,,Other,UPSC Aspirant,CRY Website,,Delhi
06/25/2025,22,Female,Varanasi ,,College/University Student,,CRY Website,,Delhi
06/25/2025,17,Male,Faridabad ,,School Student,,Family/Friend,,Delhi
06/25/2025,20,Female,Delhi,,College/University Student,,CRY Website,,Delhi
06/25/2025,19,Female,New Delhi ,,College/University Student,,CRY Website,,Delhi
06/25/2025,21,Female,Delhi ,,Working Professional,,CRY Website,,Delhi
06/25/2025,19,Female,Etah,,College/University Student,,CRY Volunteers/Interns,,Delhi
06/25/2025,19,Female,Etah,,College/University Student,,CRY Website,,Delhi
06/25/2025,19,Female,Delhi,,College/University Student,,Social Media Sites,,Delhi
06/25/2025,21,Female,Delhi ,,College/University Student,,CRY Website,,Delhi
06/25/2025,20,Female,Varanasi,,College/University Student,,Social Media Sites,,Delhi
06/25/2025,17,Female,Ghaziabad,,College/University Student,,Social Media Sites,,Delhi
06/25/2025,26,Female,Gurgaon,,Working Professional,,Social Media Sites,,Delhi
06/24/2025,23,Female,Panchkula,,College/University Student,,Social Media Sites,,Delhi
06/24/2025,18,Male,Delhi,,College/University Student,,CRY Website,,Delhi
06/24/2025,19,Male,New Delhi ,,College/University Student,,CRY Website,,Delhi
06/24/2025,24,Female,Delhi,,College/University Student,,CRY Website,,Delhi
06/24/2025,14,Female,Noida,,School Student,,Family/Friend,,Delhi
06/24/2025,27,Male,Delhi,,Personal Business,,Online ads and Posts,,Delhi
06/24/2025,20,Female,Noida,,College/University Student,,Social Media Sites,,Delhi
06/24/2025,26,Female,Delhi ,,College/University Student,,CRY Website,,Delhi
06/23/2025,17,Female,Rohtak,,Other,Dropper student,CRY Website,,Delhi
06/23/2025,21,Female,JAIPUR,,College/University Student,,Others,,Delhi
06/23/2025,21,Female,New Delhi,,Working Professional,,CRY Website,,Delhi
06/23/2025,19,Female,new delhi,,College/University Student,,CRY Website,,Delhi
06/23/2025,22,Female,Guwahati,,Other,Graduate,CRY Website,,Delhi
06/23/2025,15,Male,Gurgaon,,School Student,,CRY Website,,Delhi
